ortholog	gene	phenotype	taxon
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal skeletal muscle fiber type ratio	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	Decreased body weight	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	Cerebellar dysplasia	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	decreased hemoglobin content	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	increased circulating iron level	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	Low tissue non-specific alkaline phosphatase	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	increased bone mineral content	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal eye anterior chamber depth	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	decreased total retina thickness	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	abnormal eye posterior chamber depth	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	increased lean body mass	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	Abnormal bone structure	Mus musculus
Nr1d1	['NR1D1', 'nuclear receptor subfamily 1 group D member 1']	Adipose tissue loss	Mus musculus
Krt33a	KRT31	greasy coat	Mus musculus
Krt33a	KRT31	disheveled coat	Mus musculus
Krt33a	KRT31	immune system phenotype	Mus musculus
Krt33a	KRT31	shiny fur	Mus musculus
Krt33a	KRT31	disheveled coat	Mus musculus
Krt33a	KRT31	greasy coat	Mus musculus
Krt31	KRT31	premature death	Mus musculus
Atp6v0a1	['ATP6V0A1', 'ATPase, H+ transporting, lysosomal V0 subunit a1']	decreased eosinophil cell number	Mus musculus
Atp6v0a1	['ATP6V0A1', 'ATPase, H+ transporting, lysosomal V0 subunit a1']	cardiovascular system phenotype	Mus musculus
Atp6v0a1	['ATP6V0A1', 'ATPase, H+ transporting, lysosomal V0 subunit a1']	preweaning lethality, complete penetrance	Mus musculus
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	abnormal(ly) disorganized cell mitotic spindle	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	abnormal(ly) disrupted cell division	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	abnormal(ly) process quality mRNA splicing, via endonucleolytic cleavage and ligation	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	abnormal(ly) dead whole organism	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	abnormal(ly) increased occurrence apoptotic process	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	abnormal(ly) disrupted hemopoiesis	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	abnormal(ly) curved post-vent region	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	abnormal(ly) absent blood cell	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	mRNA splicing, via endonucleolytic cleavage and ligation phenotype	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	cell division phenotype	Danio rerio
dhx8	['DHX8', 'DEAH (Asp-Glu-Ala-His) box polypeptide 8']	primitive hemopoiesis phenotype	Danio rerio
moto	MEIOC	abnormal(ly) quality gonad development	Danio rerio
moto	MEIOC	abnormal(ly) absent testis	Danio rerio
Atxn7l3	ATXN7L3	preweaning lethality, complete penetrance	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	heart development phenotype	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	abnormal heart shape	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	thick interventricular septum	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	neonatal lethality, complete penetrance	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	lethality throughout fetal growth and development, incomplete penetrance	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	abnormal heart left ventricle morphology	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	atrium hypoplasia	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	decreased myocardial fiber number	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	abnormal fetal cardiomyocyte morphology	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	increased heart ventricle size	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	thin ventricular wall	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	abnormal interventricular septum morphology	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	thin myocardium compact layer	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	abnormal coronary artery morphology	Mus musculus
Hexim1	['HEXIM1', 'hexamethylene bis-acetamide inducible 1']	Dilated cardiomyopathy	Mus musculus
Nmt1	['NMT1', 'N-myristoyltransferase 1']	in utero embryonic development phenotype	Mus musculus
Nmt1	['NMT1', 'N-myristoyltransferase 1']	embryonic lethality between implantation and somite formation, complete penetrance	Mus musculus
Nmt1	['NMT1', 'N-myristoyltransferase 1']	prenatal lethality, incomplete penetrance	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	synaptic transmission phenotype	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	visual perception phenotype	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	cell-cell signaling phenotype	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	vasculogenesis phenotype	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	abnormal eye electrophysiology	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Abnormal eye physiology	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	impaired hematopoiesis	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	thin myocardium	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	increased embryonic neuroepithelium apoptosis	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	abnormal impulse conducting system conduction	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	abnormal placenta vasculature	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	decreased cardiac output	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	abnormal atrioventricular cushion morphology	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	decreased embryo size	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	embryonic growth retardation	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	dilated heart	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	decreased cardiac muscle contractility	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Congestive heart failure	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Cardiomegaly	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Bradycardia	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Atrioventricular block	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Pericardial effusion	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	prolonged PQ interval	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	abnormal sinoatrial node conduction	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Abnormal EKG	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	absent atrioventricular cushions	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	absent trabeculae carneae	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	abnormal heart looping	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	abnormal heart development	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	embryonic growth arrest	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	increased apoptosis	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Small placenta	Mus musculus
Gjc1	['GJC1', 'gap junction protein gamma 1']	Heart block	Mus musculus
Npepps	NPEPPS	increased anxiety-related response	Mus musculus
Npepps	NPEPPS	reduced male mating frequency	Mus musculus
Npepps	NPEPPS	increased thermal nociceptive threshold	Mus musculus
Npepps	NPEPPS	abnormal seminiferous tubule morphology	Mus musculus
Npepps	NPEPPS	asthenozoospermia	Mus musculus
Npepps	NPEPPS	increased thigmotaxis	Mus musculus
Npepps	NPEPPS	abnormal Sertoli cell morphology	Mus musculus
Npepps	NPEPPS	decreased circulating prolactin level	Mus musculus
Npepps	NPEPPS	abnormal spermatid morphology	Mus musculus
Npepps	NPEPPS	Failure to thrive	Mus musculus
Npepps	NPEPPS	Abnormal spermatogenesis	Mus musculus
Npepps	NPEPPS	Decreased serum testosterone level	Mus musculus
Npepps	NPEPPS	Decreased circulating luteinizing hormone level	Mus musculus
Npepps	NPEPPS	Decreased circulating follicle stimulating hormone level	Mus musculus
Npepps	NPEPPS	Male infertility	Mus musculus
Npepps	NPEPPS	Decreased testicular size	Mus musculus
Npepps	NPEPPS	Oligospermia	Mus musculus
Npepps	NPEPPS	decreased body size	Mus musculus
Npepps	NPEPPS	reduced fertility	Mus musculus
Npepps	NPEPPS	decreased litter size	Mus musculus
Npepps	NPEPPS	perinatal lethality, incomplete penetrance	Mus musculus
Npepps	NPEPPS	Gait disturbance	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	erythrocyte differentiation phenotype	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	absent mesoderm	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	failure of primitive streak formation	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	embryonic lethality between implantation and somite formation, incomplete penetrance	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	Abnormality of blood and blood-forming tissues	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	decreased embryo size	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	oxidative stress	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	embryonic growth retardation	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	increased fibroblast apoptosis	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	increased apoptosis	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	increased cellular sensitivity to oxidative stress	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	abnormal erythropoiesis	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	decreased hematocrit	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	small liver	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	pale liver	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	lethality throughout fetal growth and development, incomplete penetrance	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	neonatal lethality, complete penetrance	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	increased nucleated erythrocyte cell number	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	Pallor	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	Anemia	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	increased circulating alanine transaminase level	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	increased liver adenoma incidence	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	Hepatitis	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	Hepatic necrosis	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	Hepatic fibrosis	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	Hepatocellular carcinoma	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	Hepatic steatosis	Mus musculus
Nfe2l1	['NFE2L1', 'nuclear factor, erythroid 2 like 1']	increased circulating aspartate transaminase level	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	multicellular organism growth phenotype	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	in utero embryonic development phenotype	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	cardiovascular system development phenotype	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	fibroblast proliferation phenotype	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	embryonic organ development phenotype	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	postnatal lethality, complete penetrance	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	lethality throughout fetal growth and development, incomplete penetrance	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	fetal growth retardation	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	decreased fetal size	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	Abnormal bleeding	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	no abnormal phenotype detected	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	decreased embryo size	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	abnormal embryo turning	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	embryonic lethality during organogenesis, complete penetrance	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	absent fibroblast proliferation	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	embryonic growth retardation	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	Spina bifida	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	Abnormality of the cell cycle	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	prenatal lethality, incomplete penetrance	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	abnormal embryonic/fetal subventricular zone morphology	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	abnormal cortical ventricular zone morphology	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	abnormal cortical plate morphology	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	abnormal neuron differentiation	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	decreased body size	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	postnatal lethality, incomplete penetrance	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	premature death	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	small olfactory bulb	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	abnormal rostral migratory stream morphology	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	abnormal neuronal precursor proliferation	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	small hippocampus	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	abnormal cerebral hemisphere morphology	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	Failure to thrive	Mus musculus
Sp2	['SP2', 'Sp2 transcription factor']	Hydrocephalus	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	increased aggression	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal kidney collecting duct morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	decreased small intestinal villus size	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal small intestinal microvillus morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal renal glomerulus morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal CNS glial cell morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	premature neuronal precursor differentiation	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	fetal growth retardation	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal cerebral cortex morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	disproportionate dwarf	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	kinked tail	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	hypoactivity	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	decreased exploration in new environment	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	circling	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal intestinal mucosa morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	delayed kidney development	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal large intestine crypts of Lieberkuhn morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	decreased placenta weight	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	decreased fetal weight	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	decreased survivor rate	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	postnatal lethality, incomplete penetrance	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	perinatal lethality, incomplete penetrance	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	decreased birth weight	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	preweaning lethality, incomplete penetrance	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal intestinal smooth muscle morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal liver lobule morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal neuronal stem cell morphology	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	decreased neuronal stem cell self-renewal	Mus musculus
Igf2bp1	['IGF2BP1', 'insulin like growth factor 2 mRNA binding protein 1']	abnormal colon goblet cell morphology	Mus musculus
