Trait	Match	Match Label	Second Match	Second Label	Third Match	Third Label
CYP2E1*5B ALLELE	OMIM:162000	Familial juvenile hyperuricemic nephropathy type 1	OMIM:613070	Liver Failure, Infantile, Transient	OMIM:222800	Bisphosphoglycerate Mutase Deficiency
CYP2A6, V2	FBbt:00002668PHENOTYPE	Drosophila anteroventral group sensillum V2 phenotype	FBbt:00002710PHENOTYPE	Drosophila ventral organ sensillum V2 phenotype	FBbt:00110198PHENOTYPE	Drosophila V2 segment of the vertical lobe phenotype
CYP2A6, V1	GO:0000223PHENOTYPE	plasma membrane proton-transporting V-type ATPase, V1 domain phenotype	GO:0033180PHENOTYPE	proton-transporting V-type ATPase, V1 domain phenotype	GO:0000221PHENOTYPE	vacuolar proton-transporting V-type ATPase, V1 domain phenotype
CYP2A6*4A	OMIM:162000	Familial juvenile hyperuricemic nephropathy type 1	OMIM:613070	Liver Failure, Infantile, Transient	OMIM:222800	Bisphosphoglycerate Mutase Deficiency
CYP2A6*3	OMIM:162000	Familial juvenile hyperuricemic nephropathy type 1	OMIM:613070	Liver Failure, Infantile, Transient	OMIM:222800	Bisphosphoglycerate Mutase Deficiency
CYP2A6*12A	OMIM:162000	Familial juvenile hyperuricemic nephropathy type 1	OMIM:613070	Liver Failure, Infantile, Transient	OMIM:222800	Bisphosphoglycerate Mutase Deficiency
CYP2A6*11	OMIM:162000	Familial juvenile hyperuricemic nephropathy type 1	OMIM:613070	Liver Failure, Infantile, Transient	OMIM:222800	Bisphosphoglycerate Mutase Deficiency
CYCLIC VOMITING SYNDROME	OMIM:500007	Cyclic Vomiting Syndrome	MESH:C536228	Cyclic Vomiting Syndrome	MESH:C537562	Jamaican vomiting sickness
CYBA POLYMORPHISM	OMIM:313480	Taqi Polymorphism	OMIM:107750	Arbitrary Restriction Polymorphism 1	OMIM:260100	Pa Polymorphism of Alpha-2-Globulin
CYANOSIS, TRANSIENT NEONATEL	OMIM:613977	Cyanosis, Transient Neonatal	OMIM:613070	Liver Failure, Infantile, Transient	OMIM:500009	Mitochondrial Myopathy, Infantile, Transient
Cutis laxa-corneal clouding-oligophrenia syndrome	OMIM:614100	Cutis laxa-Marfanoid syndrome	OMIM:123790	Beare-Stevenson cutis gyrata syndrome	MESH:C563639	Cutis laxa-Marfanoid syndrome
Cutis laxa, autosomal recessive, type IC	OMIM:219200	Cutis Laxa, Autosomal Recessive, Type 2A	OMIM:612940	Autosomal recessive cutis laxa type 2B	OMIM:613177	Cutis Laxa, Autosomal Recessive, Type 1C
CUTIS LAXA, AUTOSOMAL DOMINANT 2	OMIM:614434	Cutis Laxa, Autosomal Dominant 2	OMIM:123700	Cutis Laxa, Autosomal Dominant 1	OMIM:616603	Cutis Laxa, Autosomal Dominant 3; ADCL3
Cutis laxa, autosomal dominant	OMIM:614434	Cutis Laxa, Autosomal Dominant 2	OMIM:123700	Cutis Laxa, Autosomal Dominant 1	OMIM:616603	Cutis Laxa, Autosomal Dominant 3; ADCL3
CUTANEOUS TELANGIECTASIA AND CANCER SYNDROME, FAMILIAL	OMIM:614564	Cutaneous Telangiectasia and Cancer Syndrome, Familial	Orphanet:313846	Familial cutaneous telangiectasia and oropharyngeal predisposition cancer syndrome
Cutaneous polyarteritis nodosa	OMIM:615688	Polyarteritis Nodosa, Childhood-Onset	DOID:9810	polyarteritis nodosa	Orphanet:93564	Pediatric polyarteritis nodosa
Cutaneous malignant melanoma 1	OMIM:155600	Melanoma, Cutaneous Malignant, Susceptibility To, 1	OMIM:614456	Melanoma, Cutaneous Malignant, Susceptibility To, 8	OMIM:613099	Melanoma, Cutaneous Malignant, Susceptibility To, 5
CUSHING SYNDROME, ACTH-INDEPENDENT ADRENAL, SOMATIC	OMIA:001937	ACTH-independent adrenal Cushing syndrome, somatic	OMIA:001937-9615	ACTH-independent adrenal Cushing syndrome, somatic in dog	Orphanet:99893	ACTH-independent Cushing syndrome
CRYOHYDROCYTOSIS DUE TO BAND 3 HURSTPIERPOINT	FBbt:00003204PHENOTYPE	Drosophila ventral adult oenocyte band 3 phenotype	FBbt:00003189PHENOTYPE	Drosophila dorsal adult oenocyte band 3 phenotype	FBbt:00003197PHENOTYPE	Drosophila transverse adult oenocyte band 3 phenotype
CRYOHYDROCYTOSIS DUE TO BAND 3 HEMEL	FBbt:00003204PHENOTYPE	Drosophila ventral adult oenocyte band 3 phenotype	FBbt:00003189PHENOTYPE	Drosophila dorsal adult oenocyte band 3 phenotype	FBbt:00003197PHENOTYPE	Drosophila transverse adult oenocyte band 3 phenotype
CRYOHYDROCYTOSIS DUE TO BAND 3 BLACKBURN	FBbt:00003204PHENOTYPE	Drosophila ventral adult oenocyte band 3 phenotype	FBbt:00003189PHENOTYPE	Drosophila dorsal adult oenocyte band 3 phenotype	FBbt:00003197PHENOTYPE	Drosophila transverse adult oenocyte band 3 phenotype
CROUZON SYNDROME WITH ACANTHOSIS NIGRICANS	OMIM:612247	Crouzon syndrome - acanthosis nigricans	MESH:C567382	Crouzon syndrome - acanthosis nigricans	Orphanet:90301	Acanthosis nigricans - Insulin resistance - muscle cramps - acral enlargement
CROHN DISEASE, ASSOCIATION WITH	MESH:D003424	Crohn Disease	Orphanet:63862	Schisis association	DOID:14679	VACTERL association
CROHN DISEASE-ASSOCIATED GROWTH FAILURE, SUSCEPTIBILITY TO	OMIM:608278	Growth Failure, Microcephaly, Mental Retardation, Cataracts, Large Joint Contractures, Osteoporosis, Cortical Dysplasia, and Cerebellar Atrophy	MESH:C564264	Growth Failure, Microcephaly, Mental Retardation, Cataracts, Large Joint Contractures, Osteoporosis, Cortical Dysplasia, and Cerebellar Atrophy	MP:0012074	failure of mammary gland growth during pregnancy
CRANIOSYNOSTOSIS, NONSYNDROMIC UNICORONAL	HP:0011315	Unicoronal synostosis	HP:0011317	Right unicoronal synostosis	HP:0011316	Left unicoronal synostosis
CRANIOSYNOSTOSIS, NONCLASSIFIABLE AUTOSOMAL DOMINANT	OMIM:606529	Craniosynostosis Syndrome, Autosomal Recessive	MESH:C564700	Craniosynostosis Syndrome, Autosomal Recessive	OMIM:613077	Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5
CRANIOSYNOSTOSIS 2	MESH:C565753	Craniosynostosis, Type 2	OMIM:182212	Shprintzen-Goldberg Craniosynostosis Syndrome	OMIM:614485	Trigonocephaly 2
CRANIOOSTEOARTHROPATHY	OMIM:259100	Hypertrophic Osteoarthropathy, Primary, Autosomal Recessive, 1
CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE	OMIM:218400	Craniometaphyseal Dysplasia, Autosomal Recessive	MESH:C536570	Craniometaphyseal Dysplasia, Autosomal Recessive	OMIM:123000	Craniometaphyseal Dysplasia, Autosomal Dominant
CRANIOFACIAL-SKELETAL-DERMATOLOGIC DYSPLASIA	OMIM:609324	Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia	Orphanet:253	Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia	MESH:C563736	Multiple epiphyseal dysplasia, with severe proximal femoral dysplasia
CRANIOFACIAL-DEAFNESS-HAND SYNDROME	OMIM:122880	Craniofacial-deafness-hand syndrome	MESH:C536453	Craniofacial-deafness-hand syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome
CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME	OMIM:614195	Craniofacial Anomalies and Anterior Segment Dysgenesis Syndrome	MESH:C565006	Foveal Hypoplasia with Anterior Segment Anomalies
CRANIOECTODERMAL DYSPLASIA 3	OMIM:614099	Cranioectodermal Dysplasia 3	OMIM:613610	Cranioectodermal Dysplasia 2	OMIM:614378	Cranioectodermal Dysplasia 4
COWDEN SYNDROME 4	OMIM:615107	Cowden Syndrome 4	OMIM:158350	Cowden Syndrome 1	OMIM:615108	Cowden Syndrome 5
Cowden syndrome 1	OMIM:158350	Cowden Syndrome 1	MESH:C563565	Cowden Syndrome 1	OMIM:615108	Cowden Syndrome 5
Cowden disease	DOID:6457	Cowden disease	OMIM:158350	Cowden Syndrome 1	OMIM:615108	Cowden Syndrome 5
COWCHOCK SYNDROME	OMIM:310490	Cowchock Syndrome	Orphanet:255249	Leigh syndrome with nephrotic syndrome	Orphanet:138063	Syndrome associated with Pierre Robin syndrome
COSTELLO SYNDROME, SEVERE	OMIM:218040	Costello syndrome	DOID:0050469	Costello syndrome	Orphanet:369939	Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome
CORTICAL DYSPLASIA-FOCAL EPILEPSY SYNDROME	OMIM:610042	Cortical Dysplasia-Focal Epilepsy Syndrome	MESH:C566482	Cortical Dysplasia-Focal Epilepsy Syndrome	Orphanet:163681	Cortical dysplasia - focal epilepsy syndrome
Cortical dysplasia, complex, with other brain malformations 2	OMIM:615282	Cortical Dysplasia, Complex, With Other Brain Malformations 2	OMIM:614039	Cortical Dysplasia, Complex, With Other Brain Malformations 1	OMIM:615763	Cortical Dysplasia, Complex, With Other Brain Malformations 5
Cortical dysplasia	OMIM:607341	Focal Cortical Dysplasia of Taylor	OMIM:614039	Cortical Dysplasia, Complex, With Other Brain Malformations 1	OMIM:608278	Growth Failure, Microcephaly, Mental Retardation, Cataracts, Large Joint Contractures, Osteoporosis, Cortical Dysplasia, and Cerebellar Atrophy
CORPUS CALLOSUM, PARTIAL AGENESIS OF, X-LINKED	OMIM:304100	Corpus Callosum, Partial Agenesis Of, X-Linked	MESH:C564115	Corpus Callosum, Partial Agenesis Of, X-Linked	HP:0001338	Partial agenesis of the corpus callosum
CORPUS CALLOSUM, AGENESIS OF, WITH MENTAL RETARDATION, OCULAR COLOBOMA, AND MICROGNATHIA	OMIM:300472	Corpus Callosum, Agenesis Of, With Mental Retardation, Ocular Coloboma, and Micrognathia	MESH:C564509	Corpus Callosum, Agenesis Of, With Mental Retardation, Ocular Coloboma, and Micrognathia	Orphanet:52055	Agenesis of the corpus callosum - intellectual disability - coloboma - micrognathia
CORPUS CALLOSUM, AGENESIS OF, WITH ABNORMAL GENITALIA	OMIM:300004	Corpus Callosum, Agenesis Of, With Abnormal Genitalia	Orphanet:2508	Micrencephaly - corpus callosum agenesis - abnormal genitalia	MESH:C563110	Corpus Callosum, Agenesis Of, With Abnormal Genitalia
Corpus callosum agenesis	HP:0001338	Partial agenesis of the corpus callosum	HP:0001274	Agenesis of corpus callosum	OMIM:218000	Corpus callosum agenesis - neuronopathy
Corpus callosum abnormalities	HP:0001273	Abnormality of the corpus callosum	HP:0001338	Partial agenesis of the corpus callosum	HP:0002079	Hypoplasia of the corpus callosum
CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 7	OMIM:610938	Coronary Heart Disease, Susceptibility To, 7	OMIM:608901	Coronary Heart Disease, Susceptibility To, 5	OMIM:611139	Coronary Heart Disease, Susceptibility To, 8
CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 6	OMIM:614466	Coronary Heart Disease, Susceptibility To, 6	OMIM:608901	Coronary Heart Disease, Susceptibility To, 5	OMIM:611139	Coronary Heart Disease, Susceptibility To, 8
CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 5	OMIM:608901	Coronary Heart Disease, Susceptibility To, 5	OMIM:611139	Coronary Heart Disease, Susceptibility To, 8	OMIM:612030	Coronary Heart Disease, Susceptibility To, 9
CORONARY HEART DISEASE IN FAMILIAL HYPERCHOLESTEROLEMIA, PROTECTION AGAINST	OMIM:608901	Coronary Heart Disease, Susceptibility To, 5	OMIM:611139	Coronary Heart Disease, Susceptibility To, 8	OMIM:612030	Coronary Heart Disease, Susceptibility To, 9
Coronary heart disease 2	OMIM:608316	Coronary Heart Disease, Susceptibility To, 2	OMIM:608901	Coronary Heart Disease, Susceptibility To, 5	OMIM:611139	Coronary Heart Disease, Susceptibility To, 8
CORONARY ARTERY SPASM 2, SUSCEPTIBILITY TO	OMIM:608316	Coronary Heart Disease, Susceptibility To, 2	OMIM:610947	Coronary Artery Disease, Autosomal Dominant 2	MESH:C567045	Coronary Artery Disease, Autosomal Dominant 2
CORONARY ARTERY DISEASE, SEVERE, SUSCEPTIBILITY TO	OMIM:608901	Coronary Heart Disease, Susceptibility To, 5	DOID:3393	coronary artery disease	OMIM:611139	Coronary Heart Disease, Susceptibility To, 8
CORONARY ARTERY DISEASE, RESISTANCE TO	DOID:3393	coronary artery disease	HP:0012436	Nonocclusive coronary artery disease	OMIM:608320	Coronary Artery Disease, Autosomal Dominant, 1
CORONARY ARTERY DISEASE, MODIFIER OF	DOID:3393	coronary artery disease	HP:0012436	Nonocclusive coronary artery disease	OMIM:608320	Coronary Artery Disease, Autosomal Dominant, 1
CORONARY ARTERY DISEASE, DEVELOPMENT OF, IN HIV	MESH:C563569	Coronary Artery Disease, Development of, in HIV	DOID:3393	coronary artery disease	HP:0012436	Nonocclusive coronary artery disease
CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 1	OMIM:608320	Coronary Artery Disease, Autosomal Dominant, 1	MESH:C564258	Coronary Artery Disease, Autosomal Dominant, 1	OMIM:610947	Coronary Artery Disease, Autosomal Dominant 2
Cornelia de Lange Syndrome 5 (CdLS5)	OMIM:300882	Cornelia De Lange Syndrome 5	OMIM:300590	Cornelia De Lange Syndrome 2	OMIM:614701	Cornelia De Lange Syndrome 4
Cornelia de Lange Syndrome 3 (CdLS3)	OMIM:610759	Cornelia De Lange Syndrome 3	OMIM:300590	Cornelia De Lange Syndrome 2	OMIM:300882	Cornelia De Lange Syndrome 5
CORNEAL INTRAEPITHELIAL DYSKERATOSIS AND ECTODERMAL DYSPLASIA (1 family)	OMIM:615225	Corneal Intraepithelial Dyskeratosis and Ectodermal Dysplasia
Corneal fragility keratoglobus, blue sclerae AND joint hypermobility
Corneal endothelial dystrophy type 2	MESH:C536439	Corneal endothelial dystrophy type 2	OMIM:217700	Corneal Endothelial Dystrophy 2, Autosomal Recessive	OMIM:610158	Corneal Dystrophy, Fuchs Endothelial, 2
CORNEAL DYSTROPHY, THIEL-BEHNKE TYPE	OMIM:602082	Thiel-Behnke corneal dystrophy	OMIM:607541	granular corneal dystrophy type II	OMIM:121900	Corneal Dystrophy, Groenouw Type 1
CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1	OMIM:122000	Corneal Dystrophy, Posterior Polymorphous, 1	MESH:C562745	Corneal Dystrophy, Posterior Polymorphous, 1	OMIM:609141	Corneal Dystrophy, Posterior Polymorphous, 3
CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 3	OMIM:613267	Corneal Dystrophy, Fuchs Endothelial, 3	MESH:C567678	Corneal Dystrophy, Fuchs Endothelial, 3	OMIM:613271	Corneal Dystrophy, Fuchs Endothelial, 7
CORNEAL DYSTROPHY, AVELLINO TYPE	OMIM:607541	granular corneal dystrophy type II	OMIM:121900	Corneal Dystrophy, Groenouw Type 1	OMIM:608471	Corneal Dystrophy, Lattice Type 3A
CORNEAL CLOUDING DUE TO APOLIPOPROTEIN A-I DEFICIENCY	Orphanet:425	Apolipoprotein A-I deficiency	MESH:C566261	Dysbetalipoproteinemia due to Defect in Apolipoprotein E-d	Orphanet:238269	Familial renal amyloidosis due to Apolipoprotein AII variant
COPROPORPHYRIA, DIGENIC	OMIM:121300	hereditary coproporphyria	MESH:C535469	Coproporphyria	DOID:13269	hereditary coproporphyria
CONOTRUNCAL HEART MALFORMATIONS	OMIA:000224	Conotruncal heart malformations	OMIA:000224-9615	Conotruncal heart malformations in dog	Orphanet:2445	Conotruncal heart malformations
Congenital tufting enteropathy	OMIM:613217	Diarrhea 5, With Tufting Enteropathy, Congenital	MESH:C567703	Diarrhea 5, With Tufting Enteropathy, Congenital	Orphanet:329242	Congenital chronic diarrhea with protein-losing enteropathy
Congenital Stationary Night Blindness, X-Linked	OMIA:001222-9615	Leber congenital amaurosis (congenital stationary night blindness) in dog	OMIA:001222	Leber congenital amaurosis (congenital stationary night blindness)	HP:0007642	Congenital stationary night blindness
Congenital stationary night blindness, type 2A	OMIM:300071	Night Blindness, Congenital Stationary, Type 2A	OMIM:310500	Night Blindness, Congenital Stationary, Type 1A	OMIM:257270	Night Blindness, Congenital Stationary, Type 1B
CONGENITAL SHORT BOWEL SYNDROME, X-LINKED	OMIM:615237	Congenital Short Bowel Syndrome	Orphanet:2301	Congenital short bowel syndrome	Orphanet:95427	Secondary short bowel syndrome
congenital neutropenia	OMIM:616022	Neutropenia, Severe Congenital, 6, Autosomal Recessive	OMIM:612541	Neutropenia, Severe Congenital, 4, Autosomal Recessive	OMIM:202700	Neutropenia, Severe Congenital, 1, Autosomal Dominant
Congenital myasthenic syndrome with tubular aggregates 1	DC:0000677	Myasthenic Syndrome, Congenital, with Tubular Aggregates	OMIM:160565	Myopathy, Tubular Aggregate, 1	OMIM:603034	Myasthenic Syndrome, Congenital, 5
CONGENITAL MYASTHENIC SYNDROME, 4B, FAST-CHANNEL	OMIM:616324	Myasthenic Syndrome, Congenital, 4B, Fast-Channel	OMIM:608930	Myasthenic Syndrome, Congenital, 1B, Fast-Channel	OMIM:616322	Myasthenic Syndrome, Congenital, 3B, Fast-Channel
Congenital muscular hypertrophy-cerebral syndrome	OMIM:607855	Muscular Dystrophy, Congenital Merosin-Deficient, 1A	OMIM:608840	Muscular Dystrophy-Dystroglycanopathy (Congenital With Mental Retardation), Type B, 6	OMIM:606612	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5
Congenital muscular dystrophy-dystroglycanopathy with mental retardation, type B14	OMIM:608840	Muscular Dystrophy-Dystroglycanopathy (Congenital With Mental Retardation), Type B, 6	OMIM:606612	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5	OMIM:613152	Muscular Dystrophy-Dystroglycanopathy (Congenital Without Mental Retardation), Type B, 4
Congenital muscular dystrophy-dystroglycanopathy with mental retardation, type B1	OMIM:608840	Muscular Dystrophy-Dystroglycanopathy (Congenital With Mental Retardation), Type B, 6	OMIM:606612	Muscular Dystrophy-Dystroglycanopathy (Congenital With or Without Mental Retardation), Type B, 5	OMIM:613152	Muscular Dystrophy-Dystroglycanopathy (Congenital Without Mental Retardation), Type B, 4
Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies, type A14	OMIM:253800	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 4	OMIM:614830	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 8	OMIM:253280	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 3
Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies, type A11	OMIM:253800	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 4	OMIM:614830	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 8	OMIM:253280	Muscular Dystrophy-Dystroglycanopathy (Congenital With Brain and Eye Anomalies), Type A, 3
Congenital Lipoid Adrenal Hyperplasia	OMIM:201710	Lipoid Congenital Adrenal Hyperplasia	Orphanet:325529	Non-classic congenital lipoid adrenal hyperplasia due to STAR deficency	Orphanet:325524	Classic congenital lipoid adrenal hyperplasia due to STAR deficency
Congenital lactic acidosis	MESH:C538134	Lactic acidosis congenital infantile	Orphanet:70472	Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type	HP:0004902	Congenital lactic acidosis
Congenital Hypothyroidism	Orphanet:79118	Neonatal diabetes - congenital hypothyroidism - congenital glaucoma - hepatic fibrosis - polycystic kidneys	OMIM:275200	Hypothyroidism, Congenital, Nongoitrous, 1	OMIM:218700	Hypothyroidism, Congenital, Nongoitrous, 2
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iy (1 patient)	OMIM:300934	Congenital Disorder of Glycosylation, Type Iy	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix	OMIM:610768	Congenital Disorder of Glycosylation, Type Im
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ix (1 patient)	OMIM:615597	Congenital Disorder of Glycosylation, Type Ix	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix	OMIM:610768	Congenital Disorder of Glycosylation, Type Im
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iw (1 family)	OMIM:615596	Congenital Disorder of Glycosylation, Type Iw	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix	OMIM:610768	Congenital Disorder of Glycosylation, Type Im
Congenital disorder of glycosylation, type Is	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix	OMIM:610768	Congenital Disorder of Glycosylation, Type Im	OMIM:616457	Congenital Disorder of Glycosylation, Type Iz
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl	OMIM:614576	Congenital Disorder of Glycosylation, Type Iil	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix	OMIM:610768	Congenital Disorder of Glycosylation, Type Im
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIi	OMIM:613612	Congenital Disorder of Glycosylation, Type Iii	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix	OMIM:610768	Congenital Disorder of Glycosylation, Type Im
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf, MODIFIER OF	OMIM:603585	Congenital Disorder of Glycosylation, Type Iif	MESH:C567040	Congenital Disorder of Glycosylation, Type Iif	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIf	OMIM:603585	Congenital Disorder of Glycosylation, Type Iif	MESH:C567040	Congenital Disorder of Glycosylation, Type Iif	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId	OMIM:607091	Congenital Disorder of Glycosylation, Type Iid	MESH:C535753	Congenital Disorder of Glycosylation, Type Iid	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix
Congenital disorder of glycosylation, type IIb	OMIM:606056	Congenital Disorder of Glycosylation, Type Iib	MESH:C565264	Congenital Disorder of Glycosylation, Type Iib	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix
Congenital disorder of glycosylation, type Ic	OMIM:603147	Congenital Disorder of Glycosylation, Type Ic	MESH:C535741	Congenital Disorder of Glycosylation, Type Ic	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix
Congenital disorder of glycosylation type 2J	OMIM:212067	Congenital Disorder of Glycosylation, Type I/Iix	OMIM:610768	Congenital Disorder of Glycosylation, Type Im	OMIM:616457	Congenital Disorder of Glycosylation, Type Iz
