disease	disease_label	model_gene	gene_label	model_gene_taxon	owlsim_score	owlsim_rank	models	disease_pheno_count	disease_gene_count	modgene_pheno_count	isLeafNode
OMIM:601665	Obesity	MGI:98306	Sim1	Mouse	43		2	2026	323	33	false
OMIM:300260	Lubs X-Linked Mental Retardation Syndrome	MGI:97180	Mapt	Mouse	42		1	31	1	56	true
OMIM:185050	Platelet storage pool disease	MGI:1861441	Rab27a	Mouse			2	5695	620	38	false
OMIM:249270	Thiamine-Responsive Megaloblastic Anemia Syndrome	MGI:1928761	Slc19a2	Mouse	45		1	33	1	25	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:1314635	Rasgrp1	Mouse	65		1	13	11	38	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:95484	Fas	Mouse	62		5	13	11	176	true
OMIM:222100	IDDM	MGI:97848	Rag1	Mouse	25		5	7	7	65	true
OMIM:301040	Alpha-Thalassemia/Mental Retardation Syndrome, X-Linked	MGI:1347464	Foxg1	Mouse	44		1	77	1	33	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:96494	Igk	Mouse	46		1	13	11	25	true
OMIM:600628	Loose Anagen Hair Syndrome	MGI:2182540	Grhl1	Mouse	37		1	56	1	9	false
OMIM:242500	Ichthyosis, Congenital, Autosomal Recessive 4B	MGI:1923810	Prss8	Mouse	50		1	22	1	34	true
OMIM:109100	Autoimmune Disease	MGI:1196990	Cd200	Mouse	45		1	1	0	21	true
OMIM:137580	Tourette Syndrome	MGI:2679446	Slitrk1	Mouse	36		1	27	3	11	true
OMIM:194050	Williams-Beuren syndrome	MGI:1313278	Fzd9	Mouse	30		2	250	9	38	false
OMIM:104300	Alzheimer Disease	MGI:97004	Mme	Mouse			1	5	14	6	true
OMIM:145500	Essential hypertension	MGI:109497	Gata5	Mouse	22		1	3	13	51	false
OMIM:600110	Stargardt Disease 3	MGI:1933331	Elovl4	Mouse	28		2	4	1	36	true
OMIM:244400	Ciliary Dyskinesia, Primary, 1	MGI:104735	Gt(ROSA)26Sor	Mouse	33		1	72	33	33	false
OMIM:108800	ASD1	MGI:1888496	Tbx20	Mouse	61		1	1	0	28	true
OMIM:614662	Cortisone reductase deficiency 2	MGI:103562	Hsd11b1	Mouse	28		1	5	1	39	true
OMIM:114550	Hepatocellular carcinoma	MGI:103300	Rbl1	Mouse	41		1	112	215	43	false
OMIM:601665	Obesity	MGI:1277215	Bbs1	Mouse	46		1	2026	323	36	false
OMIM:181500	Schizophrenia	MGI:109484	Ywhaz	Mouse	23		1	5	18	22	true
OMIM:181500	Schizophrenia	MGI:107595	Sp4	Mouse	22		1	5	18	42	true
OMIM:259600	Multicentric Osteolysis, Nodulosis, and Arthropathy	MGI:97009	Mmp2	Mouse	47		1	50	1	36	false
OMIM:600881	Cataract, congenital zonular, with sutural opacities	MGI:88518	Cryba1	Mouse	32		2	2	1	12	true
OMIM:612847	Spondyloepimetaphyseal dysplasia, pakistani type	MGI:1330223	Papss2	Mouse	36		1	12	1	29	true
OMIM:602475	OPLL	MGI:97370	Enpp1	Mouse	41		1	6	2	63	true
OMIM:300615	Monoamine oxidase A deficiency	MGI:96915	Maoa	Mouse	36		1	4	1	28	true
OMIM:173900	Polycystic kidney disease, adult type	MGI:2384917	Cep290	Mouse	35		1	6	1	53	true
OMIM:614870	Peroxisome Biogenesis Disorder 6A (Zellweger)	MGI:2684988	Pex10	Mouse	27		1	7	1	18	true
OMIM:153550	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality	MGI:1917088	Smim3	Mouse			2	4	2	0	true
OMIM:119800	clubfoot	MGI:1350931	Tcirg1	Mouse	38		1	66	2	63	false
OMIM:604928	Wolfram Syndrome 2	MGI:1914256	Cisd2	Mouse	33		1	7	1	74	true
OMIM:612376	acute promyelocytic leukemia	MGI:103222	Zbtb16	Mouse	26		1	2	26	61	true
OMIM:276900	Usher Syndrome, Type 1	MGI:104510	Myo7a	Mouse	38		12	41	14	121	false
OMIM:209850	Autism	MGI:1098280	Crebbp	Mouse	33		1	12	5	138	true
OMIM:125853	type 2 diabetes mellitus	MGI:1335087	Fem1b	Mouse	40		1	473	168	4	false
OMIM:600510	GPDS1	MGI:98881	Tyrp1	Mouse	23		2	3	0	27	true
OMIM:176200	variegate porphyria	ZFIN:ZDB-GENE-051120-90	ppox	Zebrafish	26		1	15	2	14	true
OMIM:125853	type 2 diabetes mellitus	MGI:1858229	Ppp1r3c	Mouse	33		1	473	168	13	false
OMIM:606657	Glaucoma, Normal Tension, Susceptibility to	MGI:99917	Slc1a3	Mouse			1	0	2	25	true
OMIM:615268	Cerebellar ataxia, mental retardation, and dysequilibrium syndrome 4	MGI:1354710	Atp8a2	Mouse	37		4	7	1	47	true
OMIM:160900	Steinert myotonic dystrophy syndrome	MGI:1928482	Mbnl1	Mouse	36		1	142	2	4	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:1932389	Tlr9	Mouse	53		1	13	11	23	true
OMIM:243180	Neuronal intestinal pseudoobstruction	MGI:1350935	Tlx2	Mouse	37		1	11	1	20	false
OMIM:209850	Autism	MGI:2443963	Cadps2	Mouse	31		1	12	5	30	true
OMIM:216400	Cockayne Syndrome a	MGI:1919241	Ercc8	Mouse	42		2	66	1	14	true
OMIM:605027	Malignant lymphoma, non-Hodgkin	MGI:96446	Ighg1	Mouse	42		1	1	7	11	true
OMIM:148190	Keratitis, Hereditary	MGI:97490	Pax6	Mouse	59		1	2	1	174	true
OMIM:602473	Encephalopathy, Ethylmalonic	MGI:1913321	Ethe1	Mouse	26		1	16	1	10	true
OMIM:241410	hypoparathyroidism-retardation-dysmorphism syndrome	ZFIN:ZDB-GENE-990415-82	gata3	Zebrafish	31		2	47	1	18	true
OMIM:125853	type 2 diabetes mellitus	MGI:1855937	Gm14226	Mouse	60		1	473	168	189	false
OMIM:253220	Mucopolysaccharidosis, Type 7	MGI:96074	Hexb	Mouse	33		1	107	3	37	false
OMIM:606693	Parkinson disease 9	MGI:1922022	Atp13a2	Mouse	30		1	24	1	17	true
DOID:0060249	scoliosis	ZFIN:ZDB-GENE-050522-216	ptk7a	Zebrafish	34		1	139	9	24	false
OMIM:176807	Malignant tumor of prostate	MGI:1345138	Spry2	Mouse	15		1	1	18	33	true
OMIM:190685	Down Syndrome	MGI:1920431	Nfatc4	Mouse	26		3	275	25	4	false
OMIM:242300	Ichthyosis, Congenital, Autosomal Recessive 1	MGI:98730	Tgm1	Mouse	36		1	9	1	13	true
OMIM:613065	ALL	MGI:107945	Zfp36l2	Mouse	35		1	1	8	24	true
OMIM:275355	Squamous cell carcinoma of the head and neck	MGI:98728	Tgfbr1	Mouse	27		1	1	24	46	true
OMIM:605552	AOMS1	MGI:104663	Lep	Mouse			1	0	1	186	true
OMIM:262600	Pituitary hormone deficiency, combined 2	MGI:96071	Hesx1	Mouse	41		1	8	3	48	true
OMIM:201000	Carpenter syndrome 1	ZFIN:ZDB-GENE-090730-1	megf8	Zebrafish	31		1	109	3	8	false
OMIM:114550	Hepatocellular carcinoma	MGI:1861942	Gtf2ird1	Mouse	47		2	112	215	75	false
OMIM:107100	Anorectal Anomalies	MGI:98958	Wnt5a	Mouse	49		1	2	0	76	true
OMIM:187500	Tetralogy of Fallot	MGI:4821832	avc6	Mouse	37		1	96	16	4	false
OMIM:167210	Pachyonychia congenita type 2	MGI:1100845	Krt6a	Mouse	37		1	11	2	10	true
OMIM:601665	Obesity	MGI:2143311	Bbs4	Mouse	50		1	2026	323	71	false
OMIM:254300	Myasthenia, limb-girdle, familial	MGI:3584043	Dok7	Mouse	44		1	15	2	10	true
OMIM:222100	IDDM	MGI:103070	H2-Ab1	Mouse	25		3	7	7	60	true
OMIM:610246	spinocerebellar ataxia type 28	MGI:1916847	Afg3l2	Mouse	43		1	14	1	51	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:1202717	Psen1	Mouse	38		1	13	11	122	true
OMIM:601369	Deafness, autosomal dominant 9	MGI:1278313	Coch	Mouse	39		1	5	1	4	true
OMIM:612571	LNCR3	MGI:98086	Polr2a	Mouse			3	0	0	6	true
OMIM:235730	Mowat-Wilson Syndrome	MGI:1344407	Zeb2	Mouse	36		1	78	4	16	false
OMIM:614286	Myelodysplastic Syndrome	MGI:1343184	Samd9l	Mouse	41		1	329	56	19	false
OMIM:216900	Achromatopsia 2	MGI:105956	Pde6c	Mouse	33		1	5	1	5	true
OMIM:301040	Alpha-Thalassemia/Mental Retardation Syndrome, X-Linked	MGI:103067	Atrx	Mouse	42		3	77	1	34	true
OMIM:125853	type 2 diabetes mellitus	MGI:1914947	Gadd45gip1	Mouse	36		1	473	168	32	false
OMIM:181500	Schizophrenia	MGI:1352456	Nr4a2	Mouse	21		1	5	18	43	true
OMIM:114550	Hepatocellular carcinoma	ZFIN:ZDB-GENE-040808-67	kras	Zebrafish	32		2	112	215	19	false
OMIM:610220	Deafness, autosomal recessive 59	MGI:2685847	Dfnb59	Mouse	61		1	1	1	5	true
OMIM:204500	Ceroid Lipofuscinosis, Neuronal, 2	MGI:1336194	Tpp1	Mouse	38		4	13	4	26	false
OMIM:112500	Brachydactyly, Type A1	MGI:98297	Shh	Mouse	34		1	37	5	285	false
OMIM:613065	ALL	MGI:107946	Zfp36l1	Mouse	21		1	1	8	24	true
OMIM:607259	Spastic Paraplegia 7, Autosomal Recessive	MGI:2385906	Spg7	Mouse	39		1	21	1	9	true
OMIM:278780	Xeroderma pigmentosum, group G	MGI:103582	Ercc5	Mouse	29		4	10	2	12	true
OMIM:254780	Myoclonic Epilepsy of Lafora	MGI:1341085	Epm2a	Mouse	44		1	23	2	39	true
OMIM:613982	Osteogenesis Imperfecta, Type 6	MGI:108080	Serpinf1	Mouse	38		1	7	1	18	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:1194497	Tgif1	Mouse	40		1	1	0	38	true
OMIM:160120	episodic ataxia type 1	MGI:96654	Kcna1	Mouse	47		1	20	1	55	true
OMIM:601665	Obesity	MGI:88064	Ar	Mouse	55		1	2026	323	182	false
OMIM:607115	Chronic infantile neurological, cutaneous and articular syndrome	MGI:104878	Prkar1a	Mouse	47		1	35	1	61	true
OMIM:209850	Autism	MGI:1351334	Syn3	Mouse	35		1	12	5	12	true
OMIM:600510	GPDS1	MGI:88451	Col18a1	Mouse	24		1	3	0	36	true
OMIM:143100	Huntington Disease	MGI:104735	Gt(ROSA)26Sor	Mouse	22		1	58	14	33	false
OMIM:167000	Ovarian Cancer	MGI:105062	Amhr2	Mouse	38		9	4	12	8	true
OMIM:261515	Bifunctional peroxisomal enzyme deficiency	MGI:1277964	Ehhadh	Mouse	16		1	55	3	2	true
DOID:1909	melanoma	ZFIN:ZDB-GENE-990910-11	mitfa	Zebrafish	27		3	180	211	26	false
OMIM:609129	Auditory neuropathy, autosomal dominant, 1	MGI:1927222	Diaph3	Mouse	32		1	4	2	28	true
OMIM:300555	Dent disease type 2	MGI:103257	Inpp5b	Mouse	16		2	11	1	7	true
OMIM:193300	Von Hippel-Lindau Syndrome	MGI:102851	Pdx1	Mouse	40		1	46	2	61	true
OMIM:607903	Hypotrichosis 6	MGI:95484	Fas	Mouse	37		1	8	2	176	true
OMIM:607136	spinocerebellar ataxia type 17	MGI:101838	Tbp	Mouse	37		1	32	9	26	true
OMIM:176270	Prader-Willi syndrome	MGI:97290	Ndn	Mouse	43		7	198	35	25	false
OMIM:137800	Glioma Susceptibility 1	MGI:98834	Trp53	Mouse	34		1	3	8	271	true
OMIM:609307	Spinocerebellar ataxia 27	MGI:109189	Fgf14	Mouse	43		1	18	1	18	true
OMIM:150699	Uterine leiomyoma	MGI:97567	Pgr	Mouse	45		1	1	1	53	true
DOID:0050539	Charcot-Marie-Tooth disease type 2	ZFIN:ZDB-GENE-081105-44	mfn2	Zebrafish			2	0	0	44	true
OMIM:613282	NAFLD1	MGI:2135607	Sirt1	Mouse	59		1	1	0	131	true
OMIM:181500	Schizophrenia	MGI:1096391	Nrxn1	Mouse	28		1	5	18	14	true
DOID:0060340	ciliopathy	ZFIN:ZDB-GENE-041111-243	cep290	Zebrafish	39		1	940	181	38	false
OMIM:180300	Rheumatoid Arthritis	MGI:107658	Ifnar1	Mouse	74		1	6	10	32	true
OMIM:300755	Bruton-type agammaglobulinemia	MGI:98662	Tec	Mouse	27		1	48	1	1	false
OMIM:151100	LEOPARD syndrome 1	MGI:99511	Ptpn11	Mouse	42		2	40	1	226	true
OMIM:222765	Rhizomelic Chondrodysplasia Punctata, Type 2	MGI:1343460	Gnpat	Mouse	34		1	21	1	28	true
OMIM:210720	Microcephalic osteodysplastic primordial dwarfism type 2	MGI:102722	Pcnt	Mouse	46		1	83	1	44	true
OMIM:183086	spinocerebellar ataxia type 6	MGI:109482	Cacna1a	Mouse	44		2	9	1	111	true
OMIM:103780	alcohol dependence	MGI:1927073	Slc29a1	Mouse	43		1	194	33	28	false
OMIM:263300	polycythemia vera	MGI:2385902	Picalm	Mouse	53		1	91	5	42	false
OMIM:176807	Malignant tumor of prostate	MGI:2145950	Scrib	Mouse	31		1	1	18	60	true
OMIM:142623	Hirschsprung disease 1	MGI:97902	Ret	Mouse	63		4	6	6	124	true
OMIM:157170	Holoprosencephaly 2	MGI:1347464	Foxg1	Mouse	42		1	24	1	33	true
OMIM:192500	Long QT syndrome 1	MGI:108083	Kcnq1	Mouse	47		1	57	28	72	false
OMIM:613763	Cataract 16, Multiple Types	MGI:88516	Cryab	Mouse	40		1	3	11	13	true
OMIM:107250	Anterior segment mesenchymal dysgenesis	MGI:97490	Pax6	Mouse	50		4	3	2	174	true
OMIM:253300	Spinal Muscular Atrophy, Type 1	MGI:2178798	Vps54	Mouse	38		1	11	4	50	true
OMIM:256600	Infantile neuroaxonal dystrophy	MGI:3577064	inad	Mouse	43		1	31	1	26	true
OMIM:131950	Epidermolysis Bullosa Simplex, Ogna Type	MGI:1277961	Plec	Mouse	35		4	7	1	48	true
OMIM:155255	medulloblastoma	MGI:104565	Cdkn1b	Mouse	52		2	52	46	89	false
OMIM:114480	Familial cancer of breast	MGI:95525	Fgfr4	Mouse			1	1	28	3	true
OMIM:605249	Sebastian Syndrome	MGI:107717	Myh9	Mouse	41		4	5	1	63	true
OMIM:615548	Hereditary sensory and autonomic neuropathy type 7	MGI:1345149	Scn11a	Mouse	23		1	7	1	10	true
DOID:700	mitochondrial metabolism disease	ZFIN:ZDB-GENE-060303-1	polg	Zebrafish	30		2	3521	539	6	false
OMIM:607014	Hurler syndrome	MGI:104779	Prkdc	Mouse	46		1	79	1	123	true
OMIM:142340	Congenital diaphragmatic hernia	MGI:1352452	Nr2f2	Mouse	30		1	1	1	63	true
OMIM:313900	X-linked thrombocytopenia with normal platelets	MGI:95661	Gata1	Mouse	50		1	11	1	78	true
DOID:10907	microcephaly	ZFIN:ZDB-GENE-060503-291	wdr62	Zebrafish	24		1	2649	117	3	false
OMIM:114480	Familial cancer of breast	MGI:96969	Met	Mouse	43		1	1	28	84	true
OMIM:608232	Leukemia, Chronic Myeloid	MGI:1332623	Dok2	Mouse	42		6	68	3	3	false
OMIM:114550	Hepatocellular carcinoma	MGI:99421	Nfe2l1	Mouse	49		1	112	215	24	false
OMIM:181500	Schizophrenia	MGI:97613	Plcb1	Mouse	23		1	5	18	24	true
OMIM:168600	Parkinson Disease, Late-Onset	MGI:95389	En1	Mouse	41		2	22	18	90	true
OMIM:220100	cystinuria	MGI:1353656	Slc7a9	Mouse	47		2	62	11	11	false
OMIM:182940	Neural Tube Defects, Susceptibility to	MGI:1924836	Mthfd1l	Mouse	38		1	7	5	16	true
OMIM:300849	Mental Retardation, X-Linked 41	MGI:99846	Gdi1	Mouse			1	1	1	12	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:1926375	Rassf5	Mouse	61		1	13	11	30	true
OMIM:252150	Molybdenum Cofactor Deficiency, Complementation Group a	MGI:1928904	Mocs1	Mouse	35		1	39	3	6	false
OMIM:208100	Neurogenic arthrogryposis multiplex congenita	MGI:1856996	pma	Mouse	46		1	24	0	24	true
OMIM:601665	Obesity	MGI:97742	Pomc	Mouse	44		1	2026	323	61	false
OMIM:260350	Carcinoma of pancreas	MGI:109337	Brca2	Mouse	41		1	1	7	81	true
DOID:305	carcinoma	ZFIN:ZDB-GENE-020123-2	s1pr2	Zebrafish	40		1	5179	1812	106	false
OMIM:125853	type 2 diabetes mellitus	MGI:2386848	Cyb5r4	Mouse	37		1	473	168	11	false
DOID:8955	sideroblastic anemia	ZFIN:ZDB-GENE-990910-11	mitfa	Zebrafish	27		1	178	25	26	false
OMIM:101400	Saethre-Chotzen syndrome	MGI:98872	Twist1	Mouse	45		8	104	3	23	true
OMIM:181500	Schizophrenia	MGI:96949	Mdk	Mouse	18		1	5	18	27	true
OMIM:601665	Obesity	MGI:1855937	Gm14226	Mouse	49		4	2026	323	189	false
OMIM:130700	Emphysema, Hereditary Pulmonary	MGI:105367	Il4ra	Mouse	41		2	3	0	45	true
OMIM:607625	Niemann-Pick Disease, Type C2	MGI:1915213	Npc2	Mouse	40		1	27	1	31	true
OMIM:164750	Omphalocele, Autosomal	MGI:96828	Lrp1	Mouse	46		1	2	0	93	true
OMIM:601665	Obesity	MGI:104663	Lep	Mouse	53		3	2026	323	186	false
OMIM:104300	Alzheimer Disease	MGI:88423	Clu	Mouse			2	5	14	19	true
OMIM:105650	Diamond-Blackfan Anemia 1	MGI:104735	Gt(ROSA)26Sor	Mouse	61		4	44	1	33	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:88228	C4b	Mouse	61		1	13	11	21	true
DOID:13515	tuberous sclerosis	ZFIN:ZDB-GENE-030131-2702	tsc2	Zebrafish	37		1	147	7	27	false
OMIM:215150	Otospondylomegaepiphyseal Dysplasia	MGI:88447	Col11a2	Mouse	43		1	41	2	15	true
OMIM:603165	Dermatitis, Atopic	MGI:103289	Relb	Mouse	38		1	15	1	108	true
OMIM:138000	Glomuvenous Malformations	MGI:2141180	Glmn	Mouse			1	2	1	9	false
OMIM:276902	Usher syndrome, type 3A	MGI:2388124	Clrn1	Mouse	56		2	6	1	19	true
DOID:14330	Parkinson's disease	ZFIN:ZDB-GENE-061215-126	atp13a2	Zebrafish	16		1	283	121	7	false
OMIM:605027	Malignant lymphoma, non-Hodgkin	MGI:99655	Prdm1	Mouse	59		1	1	7	72	true
OMIM:300813	synovial sarcoma	MGI:97252	Myf5	Mouse	34		2	40	4	34	false
OMIM:600321	IDDM7	MGI:1339708	Neurod1	Mouse			1	0	0	47	true
OMIM:176807	Malignant tumor of prostate	MGI:98729	Tgfbr2	Mouse	16		1	1	18	140	true
OMIM:600145	Caudal regression sequence	MGI:104735	Gt(ROSA)26Sor	Mouse	53		1	41	3	33	false
OMIM:601005	Timothy Syndrome	MGI:103013	Cacna1c	Mouse	35		1	3	1	51	true
OMIM:222100	IDDM	MGI:88127	B2m	Mouse	33		1	7	7	26	true
OMIM:262850	Anti-plasmin deficiency, congenital	MGI:107173	Serpinf2	Mouse	25		1	4	1	1	false
OMIM:166710	Osteoporosis	MGI:109635	Wrn	Mouse	40		1	355	70	31	false
DOID:3571	liver cancer	ZFIN:ZDB-GENE-020318-1	fabp10a	Zebrafish	25		5	332	446	8	false
OMIM:131200	Endometriosis, Susceptibility To, 1	MGI:96680	Kras	Mouse	28		1	3	0	198	true
OMIM:300860	Syndromic mental retardation, Nascimento type, X-linked	MGI:102959	Ube2a	Mouse	14		1	34	1	6	true
OMIM:185050	Platelet storage pool disease	MGI:1333879	Ap3b1	Mouse			3	5695	620	49	false
OMIM:301000	Wiskott-Aldrich syndrome	ZFIN:ZDB-GENE-030131-7098	wasb	Zebrafish			1	138	4	3	false
OMIM:222100	IDDM	MGI:95634	Gad2	Mouse	47		1	7	7	16	true
OMIM:606657	Glaucoma, Normal Tension, Susceptibility to	MGI:105083	Slc1a1	Mouse			1	0	2	7	true
DOID:0050545	visceral heterotaxy	ZFIN:ZDB-GENE-060503-508	cfap53	Zebrafish	29		1	227	55	10	false
OMIM:109150	Machado-Joseph disease	MGI:97769	Prnp	Mouse	43		3	92	4	59	false
OMIM:155255	medulloblastoma	MGI:1333799	Xrcc4	Mouse	25		1	52	46	11	false
OMIM:187500	Tetralogy of Fallot	MGI:95716	Gja5	Mouse	50		2	96	16	28	false
OMIM:308300	Incontinentia pigmenti syndrome	MGI:1338074	Ikbkg	Mouse	41		2	171	1	89	false
OMIM:125853	type 2 diabetes mellitus	MGI:99454	Irs1	Mouse	45		3	473	168	57	false
OMIM:181500	Schizophrenia	MGI:1346871	Map2k7	Mouse	16		1	5	18	7	true
OMIM:179010	Pyloric stenosis, infantile hypertrophic 1	MGI:1856903	hph1	Mouse	33		1	4	1	20	false
DOID:1909	melanoma	ZFIN:ZDB-GENE-000208-13	crestin	Zebrafish			1	180	211	0	false
OMIM:155600	CMM1	MGI:88190	Braf	Mouse	29		1	6	4	158	true
OMIM:185050	Platelet storage pool disease	MGI:2177763	Hps1	Mouse			2	5695	620	31	false
DOID:11984	hypertrophic cardiomyopathy	ZFIN:ZDB-GENE-000626-1	tnnt2a	Zebrafish	41		1	2944	303	118	false
OMIM:125480	MAFD1	MGI:2152453	Gsk3a	Mouse			1	2	2	20	false
OMIM:226600	Recessive dystrophic epidermolysis bullosa	MGI:88462	Col7a1	Mouse	46		4	46	5	16	false
DOID:8712	neurofibromatosis	ZFIN:ZDB-GENE-091111-4	nf1b	Zebrafish	23		1	369	14	8	false
OMIM:104300	Alzheimer Disease	MGI:98257	Msr1	Mouse			1	5	14	4	true
OMIM:155255	medulloblastoma	MGI:109337	Brca2	Mouse	47		2	52	46	81	false
OMIM:600510	GPDS1	MGI:1934765	Gpnmb	Mouse	30		5	3	0	5	true
OMIM:182940	Neural Tube Defects, Susceptibility to	MGI:1100883	Celsr1	Mouse	29		3	7	5	63	true
OMIM:116920	Leukocyte adhesion deficiency type 1	MGI:96611	Itgb2	Mouse	44		3	6	1	78	true
OMIM:125310	cadasil	MGI:104735	Gt(ROSA)26Sor	Mouse	25		3	99	4	33	false
OMIM:187300	Telangiectasia, Hereditary Hemorrhagic, of Rendu, Osler, and Weber	MGI:104735	Gt(ROSA)26Sor	Mouse	40		1	37	1	33	true
OMIM:133540	Cockayne syndrome B	MGI:99135	Xpa	Mouse	40		2	71	1	42	true
OMIM:613341	Leber Congenital Amaurosis 14	MGI:1891259	Lrat	Mouse	47		1	11	1	17	true
OMIM:243800	Johanson-Blizzard syndrome	MGI:1277977	Ubr1	Mouse	43		1	67	1	17	true
OMIM:270150	Sjogren's syndrome	MGI:2676278	Muc19	Mouse	50		1	183	0	2	true
OMIM:613985	beta thalassemia	MGI:1342771	Klf1	Mouse	49		1	143	15	27	false
DOID:2106	myotonia congenita	ZFIN:ZDB-GENE-000322-1	actc1b	Zebrafish	24		4	114	10	4	false
OMIM:257220	Niemann-Pick Disease, Type C1	MGI:1352463	Nr1h2	Mouse	30		1	26	1	19	true
DOID:3753	Hermansky-Pudlak syndrome	ZFIN:ZDB-GENE-070117-2049	fad	Zebrafish			1	5513	608	36	false
OMIM:261800	Weissenbacher-Zweymüller syndrome	MGI:102806	Acvr2a	Mouse	31		1	60	1	33	true
OMIM:114500	Carcinoma of colon	MGI:894293	Smad4	Mouse	34		1	5	33	136	true
OMIM:556500	Parkinson disease, mitochondrial	MGI:107810	Tfam	Mouse			1	0	2	60	true
OMIM:185050	Platelet storage pool disease	MGI:1931295	Rab27b	Mouse			2	5695	620	6	false
OMIM:256731	Ceroid Lipofuscinosis, Neuronal, 5	MGI:2442253	Cln5	Mouse	26		1	18	2	3	false
OMIM:168500	parietal foramina	MGI:97169	Msx2	Mouse	35		1	19	3	64	false
OMIM:211980	Lung Cancer	MGI:95524	Fgfr3	Mouse	17		1	1	16	182	true
OMIM:607250	Spinocerebellar Ataxia, Autosomal Recessive, With Axonal Neuropathy	MGI:1920036	Tdp1	Mouse	29		1	5	1	6	true
OMIM:104300	Alzheimer Disease	MGI:97611	Plau	Mouse			1	5	14	46	true
OMIM:185500	Supravalvar aortic stenosis	MGI:95317	Eln	Mouse	35		2	277	10	31	false
OMIM:606176	Diabetes Mellitus, Permanent Neonatal	MGI:101784	Nes	Mouse	32		1	24	7	14	true
OMIM:227646	Fanconi Anemia, Complementation Group D2	MGI:2448480	Fancd2	Mouse	37		5	31	2	17	true
OMIM:104300	Alzheimer Disease	MGI:88051	Apoa4	Mouse			1	5	14	8	true
OMIM:166760	Otitis Media, Susceptibility to	MGI:95522	Fgfr1	Mouse	40		2	1	0	191	true
OMIM:211980	Lung Cancer	MGI:1347487	Foxm1	Mouse	21		1	1	16	55	true
OMIM:260400	Shwachman-Diamond syndrome	ZFIN:ZDB-GENE-990415-206	pes	Zebrafish	33		1	46	1	29	true
OMIM:114550	Hepatocellular carcinoma	ZFIN:ZDB-GENE-010813-1	crybb1	Zebrafish			1	112	215	0	false
OMIM:176807	Malignant tumor of prostate	MGI:98834	Trp53	Mouse	19		2	1	18	271	true
OMIM:110100	Blepharophimosis, Ptosis, and Epicanthus Inversus	MGI:1349428	Foxl2	Mouse	52		2	24	1	17	true
OMIM:142900	Holt-Oram Syndrome	ZFIN:ZDB-GENE-991019-3	myl7	Zebrafish	35		2	43	2	31	false
OMIM:222600	Diastrophic Dysplasia	MGI:892977	Slc26a2	Mouse	46		1	58	1	13	true
OMIM:185050	Platelet storage pool disease	MGI:1927580	Bloc1s6	Mouse			1	5695	620	37	false
OMIM:148210	Keratitis-Ichthyosis-Deafness Syndrome, Autosomal Dominant	MGI:95720	Gjb2	Mouse	52		1	21	1	49	false
OMIM:143465	Attention deficit hyperactivity disorder	MGI:88256	Camk2a	Mouse	43		1	2	4	41	true
OMIM:268220	alveolar rhabdomyosarcoma	MGI:97487	Pax3	Mouse	48		4	13	4	147	false
OMIM:181500	Schizophrenia	MGI:3039785	Syngap1	Mouse	28		1	5	18	38	true
OMIM:601492	mucopolysaccharidosis IX	MGI:96298	Hyal1	Mouse	25		1	9	1	4	true
OMIM:185050	Platelet storage pool disease	MGI:2180307	Hps5	Mouse			2	5695	620	20	false
OMIM:119800	clubfoot	MGI:1341070	Fkbp8	Mouse	43		1	66	2	38	false
OMIM:256600	Infantile neuroaxonal dystrophy	MGI:4418710	nad	Mouse	41		1	31	1	28	true
OMIM:167000	Ovarian Cancer	MGI:88039	Apc	Mouse	41		1	4	12	213	true
OMIM:114480	Familial cancer of breast	MGI:104537	Brca1	Mouse	54		11	1	28	115	true
OMIM:600634	Pituitary Adenoma, Prolactin-Secreting	MGI:1316736	Men1	Mouse	55		1	49	5	77	true
OMIM:600274	Frontotemporal Dementia	MGI:97180	Mapt	Mouse	36		2	15	3	56	true
OMIM:182601	Spastic paraplegia 4, autosomal dominant	MGI:1858896	Spast	Mouse	24		2	21	4	7	true
OMIM:242100	Ichthyosis, Congenital, Autosomal Recessive 2	MGI:1274782	Alox12b	Mouse	43		1	15	3	11	true
OMIM:114500	Carcinoma of colon	MGI:96537	Il10	Mouse	28		1	5	33	146	true
OMIM:600060	Deafness, autosomal recessive 2	MGI:104510	Myo7a	Mouse	44		1	2	1	121	true
OMIM:152700	Systemic Lupus Erythematosus	MGI:1339752	Csf2	Mouse	42		1	13	11	61	true
DOID:5603	acute T cell leukemia	ZFIN:ZDB-GENE-990415-235	rag2	Zebrafish	40		3	59	0	8	true
OMIM:613801	Retinitis Pigmentosa 40	MGI:104735	Gt(ROSA)26Sor	Mouse			1	2	1	33	true
OMIM:608804	Pelizaeus-Merzbacher-like disease due to GJC2 mutation	MGI:2153060	Gjc2	Mouse	43		3	26	1	15	true
OMIM:310200	Muscular Dystrophy, Duchenne Type	MGI:106039	Dtna	Mouse	41		2	79	9	7	false
